pub_account,pub_account_id,region,am_name,pub_app,pub_app_id,pub_market_id,pub_daily_spend,level,block_type,block_value,adv_title,network_share,adv_daily_spend,est_uplift_daily
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Juggle—GP,633549fb3901c096a37b2893,com.block.juggle,53701.3297,app,domain,aipushok.com,,0.00057366,2561.744,30.8062
Vinted,670cfa366f113e00119a799f,EMEA,Dumitru Cazacu,,,,20742.455,account,domain,otto.de,,0.00148174,6616.8878,30.7348
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Blast-ios,624d1d920ea4f6b17766ae63,1617391485,83765.1469,app,domain,1xbet.com,,0.00036604,1634.5926,30.6613
"Delight Room Co, Ltd",63c7b6b2f22ae3001457f1fb,APAC,Ives Cui,,,,6490.5039,account,domain,aliexpress.com,,0.0047205,21080.0194,30.6384
Moon Active,561e8d966b8d90f61a0033c4,EMEA,Tori Edwards,,,,20497.8373,account,market id,1077137248,"BIGO LIVE-Live Stream, Go Live",0.00149463,6674.4491,30.6366
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Juggle—GP,633549fb3901c096a37b2893,com.block.juggle,53701.3297,app,domain,governorofpoker.com,,0.00057008,2545.7613,30.614
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,,,,96866.0668,account,market id,1632635281,Winpot Casino,0.00031582,1410.3383,30.5923
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Blast-ios,624d1d920ea4f6b17766ae63,1617391485,83765.1469,app,domain,sciplay.com,,0.00036505,1630.1617,30.5781
Zynga,56c3a378adccd1cb7e00000a,Americas,Lisa Tolentino,Words With Friends 3 Android,5dfae5f6c3936b78cf456b7d,com.zynga.words3,12653.8055,app,market id,com.kwai.video,Kwai - Video & Drama,0.002416,10788.9753,30.5716
Zynga,56c3a378adccd1cb7e00000a,Americas,Lisa Tolentino,Toon Blast,6268445fe544d565a3f73230,1176027022,4308.4236,app,market id,1482155847,Royal Match,0.00709533,31685.1121,30.5697
The Weather Company,685efaf2892f9d0011d7b87f,Americas,Lisa Tolentino,,,,31265.5923,account,market id,6472350114,Grant Cash Advance,0.00097658,4361.0605,30.5334
Duolingo,68799f38babc2000110fe539,Americas,Matthew Hong,,,,45204.0952,account,domain,twomerge.com,,0.00067271,3004.0743,30.4092
Lessmore UG (haftungsbeschränkt),6107c3b4abaef100175b9029,EMEA,Tori Edwards,,,,72656.859,account,market id,com.gamesys.jackpotjoy,Jackpotjoy Slots & Bingo Games,0.00041761,1864.9048,30.3424
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Blast-ios,624d1d920ea4f6b17766ae63,1617391485,83765.1469,app,domain,hollandandbarrett.com,,0.00036198,1616.4547,30.321
Mobility Ware,561e8d936b8d90f61a000455,Americas,Natalie Kenyon,iOS Solitaire,5346f0f55cd3b9056a000074,359917414,31388.3295,app,domain,Bestplay.app,,0.0009633,4301.7358,30.2363
Duolingo,68799f38babc2000110fe539,Americas,Matthew Hong,,,,45204.0952,account,domain,polymarket.us,,0.00066808,2983.4051,30.2
First Touch Games,6247027c20721a0018bb6528,EMEA,Louis Wallworth,,,,28378.0181,account,market id,1574436604,SUGO-Online Chat Party,0.00106308,4747.3037,30.168
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Blast-ios,624d1d920ea4f6b17766ae63,1617391485,83765.1469,app,domain,saily.com,,0.00035983,1606.8692,30.1412
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,,,,215511.1818,account,domain,slotomania.com,,0.00013946,622.7624,30.0545
X-FLOW LTD,5b1526a7de961d3317b1d475,EMEA,Kseniia Fesenko,Happy Color Android - Paint by Number,5a777f42d76bfe102f007091,com.pixel.art.coloring.color.number,7674.6411,app,market id,com.doordash.driverapp,DoorDash - Dasher,0.00391273,17472.8313,30.0288
Skywork AI PTELTD,67c01767cc8ae200116e5d00,APAC,Ronald Long,,,,79135.9541,account,domain,ice.bet.br,,0.00037849,1690.1942,29.9521
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Vita Mahjong Android,659e1333a5c8c578aac410f0,com.vitastudio.mahjong,69445.7427,app,domain,luckyday.com,,0.00043041,1922.0716,29.8904
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,,,,96866.0668,account,domain,admiralcasino.co.uk,,0.00030838,1377.1079,29.8715
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Blast-ios,624d1d920ea4f6b17766ae63,1617391485,83765.1469,app,domain,luckios.com,,0.00035659,1592.387,29.8696
Activision Blizzard Media (King),622b9915ac4bf1001715b790,Americas,Kasey Geist,,,,87292.3779,account,market id,1463509237,Phase 10: Casual Card Game,0.00034195,1527.0386,29.8499
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Blast-ios,624d1d920ea4f6b17766ae63,1617391485,83765.1469,app,market id,877638937,Governor of Poker 3 - Holdem,0.00035597,1589.6327,29.8179
Super Unlimited Inc.,629f58df585252001b83d5f1,Americas,Ary Bai,,,,14620.1457,account,market id,6746437378,Tang Luck: Casino Slots,0.00203576,9090.9441,29.7631
Supercell,561e8d936b8d90f61a000ade,EMEA,Hadil Salameh,,,,12295.0462,account,domain,bigo.tv,,0.00241866,10800.8272,29.7375
Veraxen Ltd,561e8d936b8d90f61a00134a,EMEA,Kseniia Fesenko,Jigsaw Collection HD,524ad17f92fcd29365000006,642831690,1626.5089,app,market id,553834731,Candy Crush Saga,0.01821655,81348.4256,29.6294
Lessmore UG (haftungsbeschränkt),6107c3b4abaef100175b9029,EMEA,Tori Edwards,,,,72656.859,account,market id,564194423,BetVictor Sports Bets & Casino,0.00040772,1820.7273,29.6237
The Weather Company,685efaf2892f9d0011d7b87f,Americas,Lisa Tolentino,,,,31265.5923,account,domain,wudi360.com,,0.00094492,4219.6666,29.5435
Skywork AI PTELTD,67c01767cc8ae200116e5d00,APAC,Ronald Long,,,,79135.9541,account,domain,11029984.com,,0.00037244,1663.171,29.4732
Moon Active,561e8d966b8d90f61a0033c4,EMEA,Tori Edwards,,,,20497.8373,account,domain,superplay.co,,0.00143755,6419.5567,29.4666
Duolingo,68799f38babc2000110fe539,Americas,Matthew Hong,,,,45204.0952,account,domain,magnit.ru,,0.00065142,2908.9855,29.4467
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,Arrow Puzzle GP,69165ca6db8feadf7f6ab9aa,com.easybrain.arrow.puzzle.game,7759.5465,app,market id,com.ecffri.arrows,Arrows – Puzzle Escape,0.003789,16920.2736,29.4009
Super Unlimited Inc.,629f58df585252001b83d5f1,Americas,Ary Bai,,,,14620.1457,account,market id,1437843273,PrizePicks - Sports Picks,0.0020109,8979.9405,29.3997
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Juggle—GP,633549fb3901c096a37b2893,com.block.juggle,53701.3297,app,market id,com.ipicg.ds8899.rlhiub,,0.00054704,2442.8635,29.3766
HITAPPS GAMES LTD,6021599b8b3e5600159fcc76,EMEA,Beth Taylor-Lowen,,,,17590.0431,account,market id,1620306376,Jackpot City Real Money Casino,0.00166889,7452.6558,29.3559
Duolingo,68799f38babc2000110fe539,Americas,Matthew Hong,,,,45204.0952,account,domain,triumpharcade.com,,0.00064911,2898.7044,29.3426
Rovio,561e8d946b8d90f61a002087,EMEA,Dina Eraksan,,,,8225.591,account,domain,shein.com,,0.00356724,15929.9594,29.3426
FIOGONIA LIMITED,58737456236d8f446400071c,EMEA,Louis Wallworth,,,,14140.8659,account,market id,6747492600,Mahjong Blast,0.0020655,9223.7685,29.208
Mobility Ware,561e8d936b8d90f61a000455,Americas,Natalie Kenyon,,,,99938.5051,account,domain,solitairecash.com,,0.00029163,1302.3277,29.1454
Duolingo,68799f38babc2000110fe539,Americas,Matthew Hong,,,,45204.0952,account,domain,fonbet.ru,,0.00064456,2878.3633,29.1367
Activision Blizzard Media (King),622b9915ac4bf1001715b790,Americas,Kasey Geist,,,,87292.3779,account,market id,1556357398,Pikmin Bloom: Walking Game,0.00033368,1490.0794,29.1275
OfferUp,650360eb0950ee00114dc484,Americas,Kasey Geist,,,,42039.6321,account,market id,1589643727,Solitaire Clash: Win Real Cash,0.00069013,3081.8842,29.013
Activision Blizzard Media (King),622b9915ac4bf1001715b790,Americas,Kasey Geist,,,,87292.3779,account,market id,com.productmadness.hovmobile,Slots: Heart of Vegas Casino,0.00033233,1484.0428,29.0095
HURELAX PTE LTD,67b5bff30471850011443643,APAC,Sunton Sun,Mahjong - Royal Tiles GP,685b5cb975c4436861cc7c72,com.nebula.mahjongtile,32595.3818,app,market id,com.lazada.android,Lazada 8.8 Sale,0.0008899,3973.9472,29.0065
"Shanghai Linguan Data Co., Ltd.",5d3a5de9ddc71000189c7a84,APAC,Seven Tu,扫描全能王,5d3e9f2d7ea085001866a696,com.intsig.camscanner,16441.1215,app,domain,melbet.com,,0.00176368,7875.9244,28.9968
BeSoccer,680748860437920011951532,EMEA,Louis Wallworth,,,,6139.9099,account,domain,aliexpress.com,,0.0047205,21080.0194,28.9835
Activision Blizzard Media (King),622b9915ac4bf1001715b790,Americas,Kasey Geist,,,,87292.3779,account,market id,com.justplay.app,JustPlay: Earn Money or Donate,0.00033189,1482.0817,28.9711
Skywork AI PTELTD,67c01767cc8ae200116e5d00,APAC,Ronald Long,,,,79135.9541,account,domain,1xbet.com,,0.00036604,1634.5926,28.9668
Skywork AI PTELTD,67c01767cc8ae200116e5d00,APAC,Ronald Long,,,,79135.9541,account,domain,sciplay.com,,0.00036505,1630.1617,28.8883
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,,,,96866.0668,account,market id,905382680,Unibet Casino Real Money Slots,0.00029788,1330.2275,28.8546
Tripledot Studios,5c05196699e4374b87bda3b9,EMEA,Tori Edwards,,,,61597.6411,account,market id,com.bestplay.app,BESTPLAY Play to earn & donate,0.00046814,2090.5409,28.8363
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Blast-ios,624d1d920ea4f6b17766ae63,1617391485,83765.1469,app,domain,bravestars.com,,0.00034305,1531.943,28.7358
Duolingo,68799f38babc2000110fe539,Americas,Matthew Hong,,,,45204.0952,account,domain,kashkick.com,,0.00063474,2834.5292,28.693
HURELAX PTE LTD,67b5bff30471850011443643,APAC,Sunton Sun,Mahjong - Royal Tiles IOS,685b5c3275c4436861cc7bec,6747492600,21052.9461,app,market id,6744304405,Cider Casino - Real Money,0.00136267,6085.2,28.6883
Super Unlimited Inc.,629f58df585252001b83d5f1,Americas,Ary Bai,,,,14620.1457,account,market id,com.sgiggle.production,"Tango: Live Stream, Video Chat",0.00196154,8759.5259,28.678
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Blast-ios,624d1d920ea4f6b17766ae63,1617391485,83765.1469,app,domain,wooga.com,,0.00034225,1528.379,28.6689
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Juggle—GP,633549fb3901c096a37b2893,com.block.juggle,53701.3297,app,domain,linkedin.com,,0.00053341,2382.0142,28.6448
Lessmore UG (haftungsbeschränkt),6107c3b4abaef100175b9029,EMEA,Tori Edwards,,,,72656.859,account,market id,1609579024,BetMGM Casino - Real Money,0.00039381,1758.5954,28.6128
Activision Blizzard Media (King),622b9915ac4bf1001715b790,Americas,Kasey Geist,,,,87292.3779,account,market id,1458589760,MAJORITY: Mobile banking,0.00032672,1458.9923,28.5198
MAG Interactive,561e8d936b8d90f61a001260,EMEA,Hadil Salameh,,,,2784.4307,account,market id,1641486558,Temu: Shop Like a Billionaire,0.01024118,45733.3513,28.5159
Zynga,56c3a378adccd1cb7e00000a,Americas,Lisa Tolentino,,,,57366.1629,account,domain,lamoda.ru,,0.00049627,2216.1659,28.4692
Activision Blizzard Media (King),622b9915ac4bf1001715b790,Americas,Kasey Geist,,,,87292.3779,account,market id,608206510,Farm Heroes Saga,0.00032587,1455.1955,28.4456
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Blast-ios,624d1d920ea4f6b17766ae63,1617391485,83765.1469,app,domain,gimica.com,,0.00033952,1516.1557,28.4397
CharacterAI,698a6771eea67583ba0bada3,Americas,Jack Dove,,,,30091.3834,account,domain,wudi360.com,,0.00094492,4219.6666,28.434
Super Unlimited Inc.,629f58df585252001b83d5f1,Americas,Ary Bai,,,,14620.1457,account,market id,1446254576,Solitaire Cash: Win Real Money,0.00194432,8682.6263,28.4263
STORYMATRIX PTE LTD,65532f6b6cdf5900118d1f51,APAC,Aria Gao,,,,13271.1524,account,domain,hplconsultingltd.com,,0.00214052,9558.7692,28.4072
Activision Blizzard Media (King),622b9915ac4bf1001715b790,Americas,Kasey Geist,,,,87292.3779,account,market id,1020109860,GoldenHoYeah Slots-Slots Games,0.00032525,1452.4531,28.392
Badoo,5aafdd4a0520357fabf54aa6,EMEA,Beth Taylor-Lowen,,,,13667.4902,account,domain,mintegral.com,,0.0020744,9263.4877,28.3518
Lihuhu,5d8880f1444f7200181b5e1d,APAC,Nam Trinh,,,,2096.2355,account,market id,com.snapchat.android,Snapchat,0.01348705,60228.1823,28.272
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Blast-ios,624d1d920ea4f6b17766ae63,1617391485,83765.1469,app,market id,6762178742,Grand Fortune Club,0.00033746,1506.959,28.2671
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,,,,96866.0668,account,domain,solitairecash.com,,0.00029163,1302.3277,28.2494
Duolingo,68799f38babc2000110fe539,Americas,Matthew Hong,,,,45204.0952,account,domain,sportmaster.ru,,0.00062465,2789.4518,28.2367
Lessmore UG (haftungsbeschränkt),6107c3b4abaef100175b9029,EMEA,Tori Edwards,,,,72656.859,account,market id,1514665962,Underdog Sports,0.00038605,1723.9374,28.0489
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,,,,96866.0668,account,market id,1193508329,Sudoku.com - Number Games,0.00028947,1292.6534,28.0395
OfferUp,650360eb0950ee00114dc484,Americas,Kasey Geist,,,,42039.6321,account,market id,1259203065,WINLINE — ставки на спорт,0.00066651,2976.3941,28.0199
Jungle Frog LDA,607d46752ca90f00153876e8,EMEA,Louis Wallworth,,,,8963.802,account,domain,cloudfront.net,,0.00312299,13946.1054,27.9938
Vinted,670cfa366f113e00119a799f,EMEA,Dumitru Cazacu,,,,20742.455,account,market id,com.freecash.app2,Freecash: Earn Money,0.00134819,6020.4993,27.9647
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Blast-ios,624d1d920ea4f6b17766ae63,1617391485,83765.1469,app,domain,sportzino.com,,0.00033365,1489.9772,27.9486
"Magic Tavern, Inc.",612549a07d54b700104c6ae3,APAC,Harper Zhang,,,,1531.4903,account,market id,553834731,Candy Crush Saga,0.01821655,81348.4256,27.8985
Mobility Ware,561e8d936b8d90f61a000455,Americas,Natalie Kenyon,,,,99938.5051,account,domain,houseoffun.com,,0.00027864,1244.2932,27.8466
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,,,,96866.0668,account,market id,1158967485,Hero Wars: Alliance Adventure,0.00028736,1283.2631,27.8358
Mackolik,641d8986be2b36001370ca2a,EMEA,Louis Wallworth,,,,3132.2769,account,market id,1606549505,Royal Kingdom,0.00887636,39638.5406,27.8032
Duolingo,68799f38babc2000110fe539,Americas,Matthew Hong,,,,45204.0952,account,domain,facebook.com,,0.00061483,2745.5979,27.7928
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Juggle—GP,633549fb3901c096a37b2893,com.block.juggle,53701.3297,app,domain,carfax.com,,0.00051735,2310.307,27.7825
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Juggle—GP,633549fb3901c096a37b2893,com.block.juggle,53701.3297,app,market id,br.com.serasaexperian.consumidor,Serasa: Consulta CPF e Score,0.00051706,2308.9864,27.7667
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Blast-ios,624d1d920ea4f6b17766ae63,1617391485,83765.1469,app,domain,easybrain.com,,0.0003309,1477.6803,27.7179
Duolingo,68799f38babc2000110fe539,Americas,Matthew Hong,,,,45204.0952,account,domain,sporty.bet,,0.00061312,2737.9863,27.7157
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,,,,141415.4369,account,market id,com.xparty.androidapp,Xena - Group Voice Party,0.00019582,874.4633,27.6921
OfferUp,650360eb0950ee00114dc484,Americas,Kasey Geist,,,,42039.6321,account,market id,1616738407,Fanatics Sportsbook & Casino,0.00065776,2937.3161,27.652
Code Dish GmbH,64075f57d6da1900141e5aba,EMEA,Hadil Salameh,,,,8839.2381,account,domain,cloudfront.net,,0.00312299,13946.1054,27.6048
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Blast-ios,624d1d920ea4f6b17766ae63,1617391485,83765.1469,app,domain,hardrock.bet,,0.00032938,1470.8927,27.5906
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Juggle—GP,633549fb3901c096a37b2893,com.block.juggle,53701.3297,app,domain,omio.com,,0.00051367,2293.8393,27.5845
Activision Blizzard Media (King),622b9915ac4bf1001715b790,Americas,Kasey Geist,,,,87292.3779,account,market id,1632635281,Winpot Casino,0.00031582,1410.3383,27.5687
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,,,,96866.0668,account,market id,1369317521,Game of Thrones Slots Casino,0.00028444,1270.215,27.5528
Duolingo,68799f38babc2000110fe539,Americas,Matthew Hong,,,,45204.0952,account,domain,fanaticsinc.com,,0.00060943,2721.4932,27.5488
Duolingo,68799f38babc2000110fe539,Americas,Matthew Hong,,,,45204.0952,account,domain,voodoo.io,,0.00060921,2720.5271,27.539
株式会社MIXI,686c8b9cf56dd70011f46f36,APAC,Ives Cui,,,,686.8186,account,market id,com.einnovation.temu,Temu: Shop Like a Billionaire,0.04004889,178843.6136,27.5063
"PeopleFun, Inc.",561e8d976b8d90f61a0045d7,Americas,Matthew Hong,Wordscapes,58ebd9a452140fe55600117e,1207472156,18347.9715,app,market id,1077137248,"BIGO LIVE-Live Stream, Go Live",0.00149463,6674.4491,27.4234
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Blast-ios,624d1d920ea4f6b17766ae63,1617391485,83765.1469,app,domain,caliente.mx,,0.00032693,1459.9388,27.3851
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Juggle—GP,633549fb3901c096a37b2893,com.block.juggle,53701.3297,app,domain,jackpotjoy.com,,0.0005083,2269.8997,27.2966
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,,,,96866.0668,account,market id,586634331,House of Fun: Casino Slots,0.00028159,1257.4715,27.2764
Supercent,6159d295979b9a001749fd59,APAC,Ives Cui,,,,4733.1052,account,market id,6450413462,CrownCoins Casino,0.00575744,25710.6289,27.2506
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Blast-ios,624d1d920ea4f6b17766ae63,1617391485,83765.1469,app,market id,1020109860,GoldenHoYeah Slots-Slots Games,0.00032525,1452.4531,27.2447
Mobility Ware,561e8d936b8d90f61a000455,Americas,Natalie Kenyon,,,,99938.5051,account,market id,1480805172,Cash Tornado™ Slots - Casino,0.00027208,1214.9943,27.1909
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,Jigsaw iOS,622b3099f2283d7a001c007c,1589762792,1491.7453,app,market id,553834731,Candy Crush Saga,0.01821655,81348.4256,27.1745
GlowMind Tech Limited,696df09b3eafeed3e7b21d7e,APAC,Seven Tu,8720-Fluffy Drop,69fee8e1f9684568f365de84,6762342518,2586.2059,app,market id,6752672568,Block Out! - Color Sort Puzzle,0.01050597,46915.772,27.1706
"PeopleFun, Inc.",561e8d976b8d90f61a0045d7,Americas,Matthew Hong,,,,32951.596,account,domain,amazon.co.uk,,0.00082413,3680.2714,27.1565
Duolingo,68799f38babc2000110fe539,Americas,Matthew Hong,,,,45204.0952,account,domain,superlive.chat,,0.00060058,2681.984,27.1488
Activision Blizzard Media (King),622b9915ac4bf1001715b790,Americas,Kasey Geist,,,,87292.3779,account,market id,com.oakever.tiletrip,Tile Explorer - Triple Match,0.00030973,1383.1399,27.0371
365scores,67078359be02e20011a686ec,EMEA,Beth Taylor-Lowen,,,,5727.4248,account,domain,aliexpress.com,,0.0047205,21080.0194,27.0363
FGFF,561e8d976b8d90f61a00418e,Americas,Ary Bai,,,,10290.7346,account,domain,shopee.com.my,,0.00262472,11721.0404,27.0103
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,,,,96866.0668,account,domain,houseoffun.com,,0.00027864,1244.2932,26.9905
Vinted,670cfa366f113e00119a799f,EMEA,Dumitru Cazacu,,,,20742.455,account,domain,mico.com,,0.00129323,5775.1079,26.8249
Badoo,5aafdd4a0520357fabf54aa6,EMEA,Beth Taylor-Lowen,,,,13667.4902,account,market id,com.sgiggle.production,"Tango: Live Stream, Video Chat",0.00196154,8759.5259,26.8094
Zynga,56c3a378adccd1cb7e00000a,Americas,Lisa Tolentino,Toy Blast,62684160e2a0ef078b8fc737,net.peakgames.amy,1409.5637,app,domain,dreamgames.com,,0.01897454,84733.2876,26.7458
Easybrain Ltd,57d1b461ae2b57d903000027,EMEA,Dina Eraksan,,,,96866.0668,account,domain,yesplay.bet,,0.000276,1232.5174,26.7351
Activision Blizzard Media (King),622b9915ac4bf1001715b790,Americas,Kasey Geist,Candy Crush Saga_Android,632cc7810ca02c6344d51822,com.king.candycrushsaga,35174.4894,app,market id,com.mergegames.gossipharbor,Gossip Harbor: Merge & Story,0.00075987,3393.2814,26.7279
Samsung Electronics,677bd16443e94a0011b752b2,Americas,Jack Dove,Samsung News,6837c96a71e5cc220d1c9a48,com.samsung.android.app.spage,665.2748,app,market id,com.einnovation.temu,Temu: Shop Like a Billionaire,0.04004889,178843.6136,26.6435
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,,,,141415.4369,account,market id,1619030760,"zeta: AI Chat, Story, Play",0.00018821,840.4776,26.6158
OfferUp,650360eb0950ee00114dc484,Americas,Kasey Geist,,,,42039.6321,account,market id,com.superlive.liveapp,SuperLive- Live Stream & Chat,0.00063301,2826.7683,26.6113
snaptube,575d1c861295e1447c0000e5,APAC,Seven Tu,,,,68304.5907,account,domain,lazada.com,,0.00038947,1739.233,26.6026
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Juggle—GP,633549fb3901c096a37b2893,com.block.juggle,53701.3297,app,market id,com.playmate.playzone,,0.00049531,2211.8623,26.5987
MOOVIT APP GLOBAL LTD,61c991a5fe4ec600172e5e08,EMEA,Beth Taylor-Lowen,,,,4616.6726,account,market id,6450413462,CrownCoins Casino,0.00575744,25710.6289,26.5802
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Juggle—GP,633549fb3901c096a37b2893,com.block.juggle,53701.3297,app,domain,fon.bet,,0.00049414,2206.6327,26.5358
HITAPPS GAMES LTD,6021599b8b3e5600159fcc76,EMEA,Beth Taylor-Lowen,,,,17590.0431,account,domain,shopee.vn,,0.00150791,6733.7751,26.5242
Nordeus,664372d48ffbbf0011f17452,EMEA,Dumitru Cazacu,,,,2524.2961,account,market id,6752672568,Block Out! - Color Sort Puzzle,0.01050597,46915.772,26.5202
jiayou,606c7bac7a37680015801ad8,APAC,Sunton Sun,Block Juggle—GP,633549fb3901c096a37b2893,com.block.juggle,53701.3297,app,market id,com.playfungame.dream,,0.00049372,2204.7844,26.5136
OAKEVER GAMES PTE LTD,5b975fcedc73276356309362,APAC,Aria Gao,,,,215511.1818,account,domain,pokerstars.com,,0.00012289,548.7707,26.4836
Vinted,670cfa366f113e00119a799f,EMEA,Dumitru Cazacu,,,,20742.455,account,market id,com.fatmerge.global,Tasty Travels: Merge Game,0.00127676,5701.5476,26.4832
BeSoccer,680748860437920011951532,EMEA,Louis Wallworth,,,,6139.9099,account,domain,modo.us,,0.00431248,19257.96,26.4783
Scopely,561e8d966b8d90f61a003414,Americas,Natalie Kenyon,,,,13489.8832,account,market id,com.sgiggle.production,"Tango: Live Stream, Video Chat",0.00196154,8759.5259,26.461
