pub_account,pub_account_id,region,am_name,pub_app,pub_app_id,pub_market_id,pub_daily_spend,level,block_type,block_value,category_name,network_share,category_daily_spend,est_uplift_daily
BIGO TECHNOLOGY PTE LTD,64ba3523d63483001120ba5e,APAC,Harper Zhang,,,,2204.0222,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.5397
Alpred SL,682b575afc11e60011201e88,EMEA,Dumitru Cazacu,,,,2200.6746,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.5388
Fingersoft Oy,561e8d956b8d90f61a003365,EMEA,Hadil Salameh,,,,2198.8669,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.5384
Innplay Labs,621e7a3f257d5f001422669b,EMEA,Beth Taylor-Lowen,,,,2168.4518,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.5309
"Shenzhen AOE Network Technology Co., Ltd.",59f943ef3f415d7d580076a0,APAC,Seven Tu,,,,2168.0511,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.5308
Free VPN Planet SRL,668fb233514c00001146f038,EMEA,Kseniia Fesenko,,,,2152.3042,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.527
Leap Games,65b2753cc0bb0b00110566e7,,Sales Ops,,,,2114.7847,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.5178
株式会社MIXI,686c8b9cf56dd70011f46f36,APAC,Ives Cui,,,,686.8186,account,category,V2-5,Uncategorized,0.00074294,3317.6945,0.5103
Puzzle1Studio,5d130cdf37472100170775e1,APAC,Ives Cui,,,,679.9213,account,category,V2-5,Uncategorized,0.00074294,3317.6945,0.5051
kakaopay,69db7b997dbb2c94758de027,APAC,Ives Cui,,,,2024.7305,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.4958
Soner Kara,561e8d936b8d90f61a0014bb,EMEA,Dina Eraksan,,,,2008.3557,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.4917
TRINAVA PTE LTD,6991423beea67583ba0c1965,APAC,Harper Zhang,,,,1993.9486,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.4882
IP Timoshkov,561e8d936b8d90f61a0013cf,,Sales Ops,,,,655.6076,account,category,V2-5,Uncategorized,0.00074294,3317.6945,0.4871
Puzzle1Studio,5d130cdf37472100170775e1,APAC,Ives Cui,,,,679.9213,account,category,V2-21,Weight loss,0.00071221,3180.4493,0.4842
Vicok Limited New,64684dd7d7125400115d9e39,APAC,Aria Gao,,,,1940.9693,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.4752
Shenyang Yicheng Network Technology,6866251bdd4af80011a68567,APAC,Seven Tu,,,,1924.3591,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.4712
Wind's Choice Tech Limited,6540ac3b1ad27200118e909d,APAC,Ronald Long,,,,1920.4612,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.4702
FARSUN PTE LTD,66aafef7514c00001147c0c9,APAC,Harper Zhang,,,,1906.1867,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.4667
"Hongxing Media Co, Limited",66cd942b3db5f70011e66947,APAC,Sunton Sun,,,,1900.9894,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.4655
Bingo Blitz,5c530ada487e8c31b1ba7791,,Sales Ops,,,,1886.7624,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.462
Timehop,5898dc668d35674f40000046,Americas,Ary Bai,,,,1871.3394,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.4582
Truecaller,561e8d946b8d90f61a001514,Americas,Rutvij Jadav,,,,1845.9792,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.452
JustPlay GmbH,67c057525a9de100115b66ec,EMEA,Dina Eraksan,,,,1815.028,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.4444
MotionVolt Game Ltd,5746d3108e99b7da740000ad,,Sales Ops,,,,623.1111,account,category,V2-21,Weight loss,0.00071221,3180.4493,0.4438
Kolibri Games (fka Fluffy Fairy),577a61dcda179a9c3f000089,EMEA,Dina Eraksan,,,,1727.3364,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.4229
Aged Studio Limited,5fc7301f7a7f0200153979c7,APAC,Seven Tu,,,,1715.1944,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.42
"Big Blue Bubble, Inc.",561e8d946b8d90f61a00183b,Americas,Ary Bai,,,,1696.8818,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.4155
Gamma Play,5ed15ca4662ff10016409214,EMEA,Hadil Salameh,,,,1694.9064,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.415
Playsimple Games,568b8cb3bb2089a80600000a,Americas,Rutvij Jadav,Word Trip iOS,5bebfb1c4de124001080db05,1214223596,1683.7419,app,category,V1-7,Government & politics,0.00024485,1093.4115,0.4123
Onefootball Gmbh,65241b8db3ff7d001153bca8,EMEA,Tori Edwards,,,,1667.6437,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.4083
株式会社MIXI,686c8b9cf56dd70011f46f36,APAC,Ives Cui,,,,686.8186,account,category,V2-9,Contests & Freebies,0.00059238,2645.3317,0.4069
AnyMind Group,60c71d9d6b22ac0017d0bca4,APAC,Nam Trinh,,,,570.8736,account,category,V2-21,Weight loss,0.00071221,3180.4493,0.4066
Sonderads,64b7f29fcca9af0011fd585d,EMEA,Kseniia Fesenko,,,,1646.0609,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.403
Puzzle1Studio,5d130cdf37472100170775e1,APAC,Ives Cui,,,,679.9213,account,category,V2-9,Contests & Freebies,0.00059238,2645.3317,0.4028
Playsimple Games,568b8cb3bb2089a80600000a,Americas,Rutvij Jadav,Word Search Explorer,625d3d93b090bdfbd3c527c0,in.playsimple.wordsearch,1639.7783,app,category,V1-7,Government & politics,0.00024485,1093.4115,0.4015
Playsimple Games,568b8cb3bb2089a80600000a,Americas,Rutvij Jadav,Tile Match -Triple puzzle game,64ee188a4ca99f72ba7c5d70,in.playsimple.triple.tile.matchgame.pair.three.puzzle.object.royale,1639.763,app,category,V1-7,Government & politics,0.00024485,1093.4115,0.4015
Veraxen Ltd,561e8d936b8d90f61a00134a,EMEA,Kseniia Fesenko,Jigsaw Collection HD,524ad17f92fcd29365000006,642831690,1626.5089,app,category,V1-7,Government & politics,0.00024485,1093.4115,0.3983
厦门神桌信息科技有限公司,68c149fb167d908cf140905e,APAC,Seven Tu,,,,1600.2124,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.3918
IP Timoshkov,561e8d936b8d90f61a0013cf,,Sales Ops,,,,655.6076,account,category,V2-9,Contests & Freebies,0.00059238,2645.3317,0.3884
Goodgame Studios,6093fd75b33a50001533d418,EMEA,Hadil Salameh,,,,552.9318,account,category,V2-2,News,0.00069802,3117.0847,0.386
ikame,5cdc50a461a35300113a8971,APAC,Nam Trinh,,,,1561.0769,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.3822
Zentertain,561e8d946b8d90f61a0017d9,Americas,Matthew Hong,Cooking Madness,5f2327451c80d20001311b3a,1323901884,529.6747,app,category,V2-21,Weight loss,0.00071221,3180.4493,0.3772
"Guangzhou Yourong Data Network Co., LTD",63059267cf2375001ae03848,APAC,Aria Gao,,,,1534.8315,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.3758
Bitsmedia Pte Ltd,630d8dbfb1095d001bb0f04a,APAC,Ives Cui,,,,2809.8509,account,category,V2-3,Shooting,0.00013337,595.5994,0.3748
HK01 Company Limited,680ef700e2291a001165c3eb,APAC,Aria Gao,,,,536.7588,account,category,V2-2,News,0.00069802,3117.0847,0.3747
Tripledot Studios,5c05196699e4374b87bda3b9,EMEA,Tori Edwards,Triple Tile,60a4e1d7cf4957c21093d8e3,1572661625,1527.6428,app,category,V1-7,Government & politics,0.00024485,1093.4115,0.374
JAGAT TECHNOLOGY PTE LTD,659e4bc13d46f600110781db,APAC,Ronald Long,,,,1519.7422,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.3721
Rounds,65e71ba517069f0011a36cfa,EMEA,Tori Edwards,,,,519.8101,account,category,V2-21,Weight loss,0.00071221,3180.4493,0.3702
"PSYNET Co,Ltd",681c05e62331ea0011439df0,APAC,Ives Cui,,,,1510.6681,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.3699
Yandex Inc.,6297c4bc012073001b3df035,EMEA,Kseniia Fesenko,yurihead_com-infoshell-recradio,691db66d63ddd979c47b5da1,com.infoshell.recradio,518.9565,app,category,V2-21,Weight loss,0.00071221,3180.4493,0.3696
Joy Media AG,69a2f4704c0d69d44ce44e6d,,Sales Ops,,,,1490.1053,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.3649
Wink Tech,63fc7f1c3ad98c0014e9d076,,Sales Ops,,,,1484.8249,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.3636
Playsimple Games,568b8cb3bb2089a80600000a,Americas,Rutvij Jadav,Crossword Jam,5c505bc01d8afc08c9a4e14e,in.playsimple.tripcross,1484.1206,app,category,V1-7,Government & politics,0.00024485,1093.4115,0.3634
Moonfrog Labs Pvt. Ltd.,57e3bb936c2966b53500009f,Americas,Rutvij Jadav,,,,1480.2967,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.3625
gomo,62fc92193e90d2001bf7eb00,APAC,Sunton Sun,,,,1471.8061,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.3604
Kuku FM,694a7a072325f894f1e4e141,Americas,Rutvij Jadav,,,,1467.4444,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.3593
"App Lab Studios, LLC",65ca6ad44e9fff0011d273b7,Americas,Ary Bai,,,,1467.0611,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.3592
Tripledot Studios,5c05196699e4374b87bda3b9,EMEA,Tori Edwards,Triple Tile,60a4e1e3cf4957c21093d8e8,com.tripledot.triple.tile.match.pair.game.three.master.object,1461.2637,app,category,V1-7,Government & politics,0.00024485,1093.4115,0.3578
Mostafa Vafi,674ae9323800780011af68ca,,Sales Ops,,,,1460.9502,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.3577
Infinity,642fcca2b04a200010798b74,APAC,Nam Trinh,,,,1452.7781,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.3557
AKRURA PTE LTD,6438b601943a92001427793d,APAC,Nam Trinh,,,,1438.0561,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.3521
LIANKE DIGITAL INTELLIGENCE LIMITED,6a213e2e2e7e292a6e52dc9a,APAC,Ronald Long,,,,1411.3687,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.3456
Playsimple Games,568b8cb3bb2089a80600000a,Americas,Rutvij Jadav,Crossword Jam : Fun Brain Game,5c6bcec910122f720df1553b,1269540854,1400.6844,app,category,V1-7,Government & politics,0.00024485,1093.4115,0.343
LiveScore,68f9f5db75ceafc7a8ee6155,EMEA,Hadil Salameh,,,,1398.1988,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.3423
Rotatelab,6647d1649965a7001157bc8a,,Sales Ops,,,,1393.6713,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.3412
Meta Innovation Limited,69ead3c0a33b05d61de6186b,APAC,Aria Gao,,,,1376.2884,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.337
"GSN Games, Inc.",561e8d946b8d90f61a002092,Americas,Natalie Kenyon,,,,1375.1253,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.3367
BALABOOM PTE LTD,63e0726b0dce2900138bf123,APAC,Ronald Long,,,,2498.5692,account,category,V2-3,Shooting,0.00013337,595.5994,0.3332
Afflike OÜ,6936de53192ce0aadaecc0c6,,Sales Ops,,,,1352.1026,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.3311
"Everyday Health, Inc",64ecb0b0006b5a0011e57f9a,,Sales Ops,,,,1328.7126,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.3253
"Correa Pallet, Inc",6940fbf7aa92acbac5362ff8,APAC,Seven Tu,,,,1310.2788,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.3208
INNOVATIVE CONNECTING PTE.LIMITED,5d76031d57ec4f0017743734,APAC,Harper Zhang,Pro,5da6812659f5670018ae7124,free.vpn.unblock.proxy.vpn.master.pro,2394.3661,app,category,V2-3,Shooting,0.00013337,595.5994,0.3193
FEIJIA TECHNOLOGY LIMITED,63230fa0d6e567001b15e305,,Sales Ops,,,,1298.5527,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.318
HK01 Company Limited,680ef700e2291a001165c3eb,APAC,Aria Gao,,,,536.7588,account,category,V2-9,Contests & Freebies,0.00059238,2645.3317,0.318
Mediafigaro,693a98f538cf425060b4c773,EMEA,Tori Edwards,,,,2371.9858,account,category,V2-3,Shooting,0.00013337,595.5994,0.3164
vivo,67a971203635740011a99501,APAC,Sunton Sun,,,,1286.5963,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.315
UCWeb Singapore Pte Ltd,688b3725c446f77fe6eaaff8,APAC,Seven Tu,uc browser,68ef8349bea871f37200c0f0,com.UCMobile.intl,2346.659,app,category,V2-3,Shooting,0.00013337,595.5994,0.313
Pixocial Technology (Singapore) Pte,65d1b497a3d8e10011923d10,APAC,Aria Gao,,,,1273.6634,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.3119
Activision Blizzard Media,67e466df11985900110edd85,Americas,Kasey Geist,,,,1272.5692,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.3116
Chongqing JiguJigu  Network Technol,6875f522babc2000110fb14e,APAC,Seven Tu,,,,1268.6212,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.3106
FlintCast s.r.o.,5e05c0a26057ae0017e7d51c,EMEA,Beth Taylor-Lowen,,,,1265.4288,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.3098
Inspired Square FZE,5d9454a0a212f000180a7d7b,Americas,Rutvij Jadav,,,,1255.8621,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.3075
SocialLoop LLC,65de2ed395c34900110d36bb,,Sales Ops,,,,1254.1167,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.3071
深圳市乔安科技有限公司,681c54531d9e25001144b6b4,APAC,Harper Zhang,,,,1249.5234,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.3059
BOM NEGOCIO ATIVIDADES DE INTERNET,69986b1e026acf48a90fdd4b,Americas,Ary Bai,,,,1225.2415,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.3
Dapps Pte Ltd,69fb02a08f95e24c6f99ed31,,Sales Ops,,,,1188.8272,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.2911
Nordcurrent,561e8d946b8d90f61a001f18,EMEA,Kseniia Fesenko,,,,1184.2585,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.29
Wooga,561e8d936b8d90f61a00059f,EMEA,Hadil Salameh,,,,1152.719,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.2822
CloudBirds,65d47091444f8f0011416ee7,,Sales Ops,,,,1136.4314,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.2783
HEARTSNET PTE LTD,6943c0c727e1a44402a2712f,APAC,Sunton Sun,,,,1124.1814,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.2753
Instabridge Sweden AB,58665aa0444a4aeb0d000130,EMEA,Dina Eraksan,,,,1118.1645,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.2738
Soner Kara,561e8d936b8d90f61a0014bb,EMEA,Dina Eraksan,,,,2008.3557,account,category,V2-3,Shooting,0.00013337,595.5994,0.2679
StepUp App,69a33528e458622da39fd9d8,,Sales Ops,,,,1089.0686,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.2667
"Digital Charms, Inc.",661d55e1a81a0e0011db7a84,,Sales Ops,,,,1077.4013,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.2638
BACKGARDON INFORMATION LIMITED,6925ce915b68cb80b689803c,APAC,Seven Tu,,,,1062.4263,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.2601
MadBox,5b5ec3e8337f272131edc824,EMEA,Hadil Salameh,,,,1058.9943,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.2593
BEEFUN PTE LTD,686e09cb49fa94001121cd60,,Sales Ops,,,,1041.566,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.255
Atom Apps LLC,698a14ac910ce7b2f1f5662b,,Sales Ops,,,,1034.6112,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.2533
Sky work,6698d32f7c55ea0011aabb4f,APAC,Ronald Long,,,,1020.2945,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.2498
bridgeworks,68f4da512fef766b2dac1581,,Sales Ops,,,,1009.3981,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.2472
madarsoft,6228871f2435180014928c15,,Sales Ops,,,,978.1377,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.2395
Novus Tech Apps PTY LTD,6756d5101e787500114ab99c,,Sales Ops,,,,961.7203,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.2355
Dream Games,5f3414f3b421040016eb5132,EMEA,Dina Eraksan,,,,954.2543,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.2336
Azur Games,59fb487bbe77065f5800afc3,EMEA,Tori Edwards,,,,928.2547,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.2273
"Big Blue Bubble, Inc.",561e8d946b8d90f61a00183b,Americas,Ary Bai,,,,1696.8818,account,category,V2-3,Shooting,0.00013337,595.5994,0.2263
720 Media LLC,6256ab6a408c570018e1ef24,,Sales Ops,,,,922.5231,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.2259
Candivore,6298c12ee18acf001be07064,EMEA,Tori Edwards,,,,915.8431,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.2242
Happy Dayzzz,5fadec8fd8ff880015e844d9,APAC,Nam Trinh,,,,903.0591,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.2211
OLXin,6708be1b66b8da0011c36828,Americas,Rutvij Jadav,,,,894.907,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.2191
Citymapper (Via),663c90f772fce00011b7f353,EMEA,Louis Wallworth,,,,1635.5829,account,category,V2-3,Shooting,0.00013337,595.5994,0.2181
Edusystems OU,605332ccfc1a6f00150aab5d,,Sales Ops,,,,882.0633,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.216
"MACADAM TECHNOLOGIES, S.L.",63340ea7b82cec00137c42f8,EMEA,Tori Edwards,,,,879.7941,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.2154
Gametion,561e8d956b8d90f61a0026fb,Americas,Rutvij Jadav,,,,1609.0563,account,category,V2-3,Shooting,0.00013337,595.5994,0.2146
Honor Technologies Germany GmbH,69de35d17dbb2c94758e086d,APAC,Sunton Sun,,,,867.6737,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.2125
"Hongkong VeePai Technology Co, Lim",66c8631b3db5f70011e64805,APAC,Sunton Sun,,,,861.8848,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.211
Yanadoo,65fa476ea576f30011b05d36,APAC,Ives Cui,,,,845.2418,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.207
NOVAGE COMMUNICATIONS PTE LTD,67bc0dade07afc0011689ab9,,Sales Ops,,,,837.6774,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.2051
MobiSystems Ltd,67e409397b1b830011800180,,Sales Ops,,,,823.7722,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.2017
JEDY APPS TECHNOLOGY LTD,66e545690f05bd0011e185b8,EMEA,Dina Eraksan,,,,814.1257,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1993
FunCraft,604a7ccb4f898b00151e2797,EMEA,Tori Edwards,,,,803.6666,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1968
SyndarkStudio,561e8d946b8d90f61a001e51,,Sales Ops,,,,792.4662,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.194
BOBODOO PTE LTD,66489a52557b6e0011538fab,APAC,Nam Trinh,,,,791.5147,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1938
Azalp Technologies Private Limited,693ff17dacc6e5cd2311ae4b,,Sales Ops,,,,789.1831,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1932
WERAISER TECH SDN BHD,66d849c60514b700113ccef3,,Sales Ops,,,,764.8976,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1873
Mornhouse LTD,66e148cb6c51490011ca574a,,Sales Ops,,,,761.1242,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1864
Syncme,68ca90f7cdcaeb20374f5716,EMEA,Dina Eraksan,,,,760.3257,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1862
Neron\'s Brother Sàrl,610a97385335b40017097b19,,Sales Ops,,,,752.1409,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1842
Chongqing Jianxiaoyi Technology Co,691f18db3fcd392133e21961,,Sales Ops,,,,750.3843,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1837
JOYDREAM LIMITED,66682afd3c533100115dea8e,,Sales Ops,,,,749.6893,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1836
"GSN Games, Inc.",561e8d946b8d90f61a002092,Americas,Natalie Kenyon,,,,1375.1253,account,category,V2-3,Shooting,0.00013337,595.5994,0.1834
LLC East-Games,62ea666c62b76e001b3eca4f,EMEA,Kseniia Fesenko,,,,739.3919,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.181
AppQuantum,5c6a96f373ca3d6bbe3fff38,EMEA,Kseniia Fesenko,,,,736.7819,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1804
Kooply ZYP,62d1322c42406e001be69514,,Sales Ops,,,,729.7717,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1787
"Everyday Health, Inc",64ecb0b0006b5a0011e57f9a,,Sales Ops,,,,1328.7126,account,category,V2-3,Shooting,0.00013337,595.5994,0.1772
Legendary Software Labs LLC,561e8d946b8d90f61a001541,,Sales Ops,,,,721.5764,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1767
HONG KONG JINGKEI TRADING COMPANY L,693cdc3aaa92acbac5360f24,,Sales Ops,,,,716.5466,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1754
vigame,561e8d976b8d90f61a00409c,APAC,Ronald Long,,,,714.3864,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1749
TAPCLAP,5e072f709b72ee0018763bc3,EMEA,Kseniia Fesenko,,,,708.6913,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1735
Astral Game,66cc1f476f113e00119863ee,,Sales Ops,,,,707.9673,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1733
ActionFit,5e5381e2bd20d800170948e8,APAC,Ives Cui,,,,696.7948,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1706
"ALBONA, Inc",67a71a4dce727c001181b80d,APAC,Nam Trinh,,,,695.7231,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1703
Activision Blizzard Media,67e466df11985900110edd85,Americas,Kasey Geist,,,,1272.5692,account,category,V2-3,Shooting,0.00013337,595.5994,0.1697
FlintCast s.r.o.,5e05c0a26057ae0017e7d51c,EMEA,Beth Taylor-Lowen,,,,1265.4288,account,category,V2-3,Shooting,0.00013337,595.5994,0.1688
株式会社MIXI,686c8b9cf56dd70011f46f36,APAC,Ives Cui,,,,686.8186,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1682
深圳市乔安科技有限公司,681c54531d9e25001144b6b4,APAC,Harper Zhang,,,,1249.5234,account,category,V2-3,Shooting,0.00013337,595.5994,0.1667
"HK Wanhua Network Tech Co, Limited",67a2e105ce727c001181897c,APAC,Harper Zhang,,,,680.8393,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1667
Puzzle1Studio,5d130cdf37472100170775e1,APAC,Ives Cui,,,,679.9213,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1665
East End Technologies Ltd.,654511291f514a0011d49c74,,Sales Ops,,,,678.7954,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1662
SHRINKFOREARN SOLUTION & CONST PVT,668f645b39a54a001129efc1,,Sales Ops,,,,672.8885,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1648
"TuneIn, Inc.",62ed34b9c7573a0017012671,,Sales Ops,,,,670.1928,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1641
CNRS,62bfddc4553335001b671041,APAC,Ives Cui,,,,670.0967,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1641
BEABLE TECHNOLOGY PTE LTD,666abf90cbf9b5001145b243,APAC,Seven Tu,,,,658.8393,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1613
IP Timoshkov,561e8d936b8d90f61a0013cf,,Sales Ops,,,,655.6076,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1605
LUCKY BIRD LIMITED,679868362d6d8a00115eb04b,APAC,Ronald Long,,,,651.1868,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1594
Playspare,5f6830b5352f2900152f8a5a,Americas,Rutvij Jadav,,,,639.6305,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1566
HEYTAP PTE LTD,69539cc1215711e3530d17f8,APAC,Sunton Sun,,,,633.0199,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.155
Bounce,630ef0afa06121001bbb55a9,APAC,Nam Trinh,,,,627.6054,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1537
Cittamobi,65f1ab3f0ab4250011ef36b5,,Sales Ops,,,,625.3845,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1531
MotionVolt Game Ltd,5746d3108e99b7da740000ad,,Sales Ops,,,,623.1111,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1526
Playsimple Games,568b8cb3bb2089a80600000a,Americas,Rutvij Jadav,PlaySimple Cryptogram,66e16cd7d7770a6a369725c3,in.playsimple.cryptogram,614.3112,app,category,V1-7,Government & politics,0.00024485,1093.4115,0.1504
AbiGroup,57fb4876297c8ce634000039,APAC,Nam Trinh,,,,614.3522,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1504
STARY PTE. LTD.,610a5420abaef100175b924d,APAC,Harper Zhang,,,,608.0752,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1489
Severex,57c05f735b2bd4fa24000030,,Sales Ops,,,,595.6902,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1459
Moyoung,691300ff50bffb2bb3a10d66,APAC,Harper Zhang,,,,591.9152,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1449
BlockPuzzleGame,5c4698f387314c74d39455da,APAC,Nam Trinh,,,,586.3385,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1436
Lokiliug103@gmail.com,614d6b2d47bd8d00170030ca,,Sales Ops,,,,586.2264,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1435
App Lock LLC,67af94af2d6d8a00115f77e7,,Sales Ops,,,,584.3129,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1431
"Uprise, Inc",64fece6f27f7020011a8b65f,APAC,Ives Cui,,,,579.5277,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1419
ADONE PTE. LTD.,6140b93df325530017ebcca3,APAC,Nam Trinh,,,,575.0241,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1408
"Pogo Technologies, Inc",649dcc52cc1081001190a228,,,,,,573.8935,account,category,V1-7,Government & politics,0.00024485,1093.4115,0.1405
MICHAT PTE. LIMITED,6376f00f3d02dc001b2940b6,APAC,Harper Zhang,,,,1049.5125,account,category,V2-3,Shooting,0.00013337,595.5994,0.14
